Bin_ID	Marker_lineage_number		Number_genomes	Number_markers	Number_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
STC_28	p__Proteobacteria	(UID3882)	1493	258	161	29	219	10	0	0	0	93.03	4.97	90
STCSWMC_37	c__Deltaproteobacteria	(UID3216)	83	247	155	13	229	5	0	0	0	93.03	2.74	60
STA_63	c__Gammaproteobacteria	(UID4266)	1097	270	172	13	256	1	0	0	0	93.02	0.58	0
STE_4	k__Bacteria	(UID2570)	433	270	179	13	252	5	0	0	0	93.02	2.79	60
STF2_34	p__Proteobacteria	(UID3061)	115	395	260	29	360	6	0	0	0	93.02	1.55	66.67
STCSWMC_112	k__Bacteria	(UID2569)	434	278	186	15	262	1	0	0	0	93.01	0.54	0
STCSWMC_29	k__Bacteria	(UID209)	5443	105	59	13	92	0	0	0	0	93	0	0
STF1_256	k__Bacteria	(UID2329)	174	149	89	8	139	2	0	0	0	92.98	2.25	50
STA_57	c__Betaproteobacteria	(UID3959)	235	419	211	37	381	1	0	0	0	92.97	0.24	0
STC_133	o__Actinomycetales	(UID1663)	488	310	185	18	287	5	0	0	0	92.94	2.34	40
STCSWMC_22	c__Clostridia	(UID1085)	35	420	196	22	394	4	0	0	0	92.94	0.77	25
STF1_113	c__Deltaproteobacteria	(UID3216)	83	247	155	11	227	9	0	0	0	92.9	5.16	11.11
STF1_97	c__Deltaproteobacteria	(UID3216)	83	247	155	14	229	4	0	0	0	92.9	1.97	25
STE_2	c__Deltaproteobacteria	(UID3217)	62	280	168	22	254	4	0	0	0	92.89	1.42	75
STD2_141	k__Bacteria	(UID209)	5443	105	59	5	100	0	0	0	0	92.88	0	0
STF2_64	p__Euryarchaeota	(UID49)	95	228	153	18	200	10	0	0	0	92.87	4.08	60
STE_35	k__Bacteria	(UID2495)	2993	147	91	9	135	3	0	0	0	92.86	2.3	33.33
STF1_146	k__Bacteria	(UID2495)	2993	147	91	8	135	4	0	0	0	92.86	3.85	75
STB_161	k__Bacteria	(UID2565)	2921	152	93	8	142	2	0	0	0	92.83	2.15	0
STC_52	p__Bacteroidetes	(UID2591)	364	303	203	22	270	11	0	0	0	92.81	2.6	100
STC_14	c__Gammaproteobacteria	(UID4274)	112	580	289	52	503	25	0	0	0	92.78	4.21	68
STCSWMC_127	k__Bacteria	(UID2372)	131	177	106	13	162	2	0	0	0	92.77	1.04	0
STCSWMC_65	p__Bacteroidetes	(UID2605)	350	316	210	17	291	8	0	0	0	92.76	3.1	62.5
STCSWMC_173	k__Bacteria	(UID2569)	434	278	186	16	251	10	1	0	0	92.74	3.98	38.46
STCSWMC_28	o__Clostridiales	(UID1212)	172	263	149	19	243	1	0	0	0	92.74	0.67	100
STD1_49	k__Bacteria	(UID1452)	924	151	101	8	143	0	0	0	0	92.74	0	0
STB_126	c__Deltaproteobacteria	(UID3217)	62	280	168	21	257	2	0	0	0	92.72	1.19	50
STD1_18	k__Bacteria	(UID2570)	433	270	179	18	244	8	0	0	0	92.7	2.07	12.5
STE_87	k__Bacteria	(UID2329)	174	149	89	7	140	2	0	0	0	92.7	1.69	0
STCSWMC_207	k__Bacteria	(UID2495)	2993	147	91	8	135	4	0	0	0	92.67	4.4	25
STE_174	f__Flavobacteriaceae	(UID2845)	53	548	298	36	480	31	1	0	0	92.67	5.15	47.06
STCSWMC_194	k__Bacteria	(UID3060)	138	337	245	24	299	14	0	0	0	92.65	4.49	64.29
STCSWMC_96	k__Bacteria	(UID2569)	434	278	186	15	248	14	1	0	0	92.65	4.96	5.88
STD2_146	k__Bacteria	(UID2565)	2921	152	93	8	143	1	0	0	0	92.65	1.08	0
STE_33	c__Clostridia	(UID1118)	387	223	124	13	205	5	0	0	0	92.65	2.62	40
STF2_219	k__Bacteria	(UID2329)	174	149	89	8	138	3	0	0	0	92.65	2.81	0
STE_25	k__Bacteria	(UID3060)	138	338	246	24	292	19	3	0	0	92.64	8.94	32.14
STD2_199	p__Bacteroidetes	(UID2605)	350	316	210	17	293	6	0	0	0	92.62	2.38	50
STE_7	p__Euryarchaeota	(UID3)	148	188	125	20	162	6	0	0	0	92.61	3.47	33.33
STF2_150	k__Bacteria	(UID2495)	2993	147	91	9	136	2	0	0	0	92.61	2.2	0
STF1_92	c__Deltaproteobacteria	(UID3216)	83	247	155	12	230	5	0	0	0	92.58	3.23	0
STF1_122	k__Archaea	(UID2)	207	149	107	8	132	9	0	0	0	92.52	6.15	33.33
STD2_262	p__Firmicutes	(UID1022)	100	295	158	18	272	5	0	0	0	92.49	1.98	80
STCSWMC_72	k__Bacteria	(UID2570)	433	273	183	31	235	7	0	0	0	92.48	2.55	14.29
STD1_87	k__Bacteria	(UID2565)	2921	152	93	10	139	3	0	0	0	92.47	2.69	0
STD2_111	k__Bacteria	(UID2569)	434	278	186	18	257	3	0	0	0	92.47	1.08	0
STF2_26	k__Bacteria	(UID2565)	2921	152	93	8	142	2	0	0	0	92.47	1.17	0
STF1_58	k__Bacteria	(UID2372)	131	177	106	13	157	7	0	0	0	92.45	1.89	0
STD2_99	o__Bacteroidales	(UID2621)	198	427	260	26	396	5	0	0	0	92.44	1.04	40
STC_60	k__Bacteria	(UID2569)	434	278	186	17	255	6	0	0	0	92.38	1.84	66.67
STD2_95	f__Lachnospiraceae	(UID1255)	90	354	174	29	318	7	0	0	0	92.36	2.08	14.29
STB_12	f__Flavobacteriaceae	(UID2817)	81	511	283	41	430	39	1	0	0	92.32	6.31	50
STF1_203	p__Euryarchaeota	(UID49)	95	228	153	13	198	16	1	0	0	92.32	9.5	78.95
STD2_67	k__Bacteria	(UID2495)	2993	147	91	7	137	3	0	0	0	92.31	2.75	33.33
STF2_237	k__Bacteria	(UID1453)	901	171	117	10	159	2	0	0	0	92.31	1.28	50
STB_98	k__Bacteria	(UID2495)	2993	147	91	19	123	5	0	0	0	92.3	3.95	60
STF1_88	o__Clostridiales	(UID1120)	304	247	141	19	225	3	0	0	0	92.29	0.97	100
STF1_183	k__Bacteria	(UID1452)	924	151	101	19	129	3	0	0	0	92.26	2.48	66.67
STB_135	k__Bacteria	(UID1452)	924	151	101	9	142	0	0	0	0	92.24	0	0
STD2_119	k__Bacteria	(UID2982)	88	230	148	14	213	3	0	0	0	92.2	2.03	0
STF1_102	k__Bacteria	(UID2569)	434	278	186	32	242	4	0	0	0	92.17	1.72	100
STF2_155	p__Firmicutes	(UID239)	1324	176	102	11	163	2	0	0	0	92.16	1.47	0
STCSWMC_206	p__Bacteroidetes	(UID2605)	350	316	210	18	297	1	0	0	0	92.14	0.48	0
STF2_91	p__Bacteroidetes	(UID2605)	350	316	210	19	290	6	1	0	0	92.14	2.86	11.11
STD2_183	k__Bacteria	(UID2329)	174	149	89	9	138	2	0	0	0	92.13	2.25	0
STD2_189	k__Bacteria	(UID2329)	174	149	89	11	135	3	0	0	0	92.13	2.3	66.67
STF1_56	k__Bacteria	(UID2495)	2993	143	89	7	135	1	0	0	0	92.13	1.12	100
STF2_169	k__Bacteria	(UID2329)	174	149	89	8	140	1	0	0	0	92.13	1.12	0
STF2_9	k__Bacteria	(UID2328)	3167	126	75	8	118	0	0	0	0	92.13	0	0
STE_115	c__Deltaproteobacteria	(UID3216)	83	247	155	31	213	3	0	0	0	92.1	1.94	33.33
STCSWMC_150	k__Bacteria	(UID2570)	433	273	183	18	252	3	0	0	0	92.08	1.09	66.67
STD1_65	k__Bacteria	(UID3187)	2258	188	117	11	168	9	0	0	0	92.08	5.51	33.33
STCSWMC_123	k__Bacteria	(UID2982)	88	230	148	16	207	7	0	0	0	92.06	3.41	0
STCSWMC_75	k__Bacteria	(UID2982)	88	230	148	15	212	3	0	0	0	92.06	2.03	0
STF1_277	k__Bacteria	(UID2495)	2993	142	88	7	133	2	0	0	0	92.05	0.67	100
STD2_176	k__Bacteria	(UID1453)	901	171	117	11	159	1	0	0	0	92.02	0.85	0
STE_65	k__Bacteria	(UID3060)	138	335	244	24	299	12	0	0	0	92.01	4.3	58.33
STE_170	k__Bacteria	(UID2328)	3167	126	75	6	114	6	0	0	0	92	6.67	83.33
STF2_209	p__Euryarchaeota	(UID3)	148	188	125	10	169	9	0	0	0	92	7.2	88.89
STE_124	k__Bacteria	(UID2495)	2993	142	88	9	132	0	1	0	0	91.98	2.27	0
STB_89	k__Bacteria	(UID3187)	2258	188	117	11	174	3	0	0	0	91.97	2.56	33.33
STD2_202	k__Bacteria	(UID3187)	2258	188	117	11	174	3	0	0	0	91.97	2.56	33.33
STCSWMC_86	o__Clostridiales	(UID1120)	304	247	141	16	226	5	0	0	0	91.95	2.22	60
STE_80	k__Bacteria	(UID2565)	2921	142	87	7	135	0	0	0	0	91.95	0	0
STC_127	c__Deltaproteobacteria	(UID3216)	83	247	155	13	228	5	0	0	1	91.94	3.89	40
STD1_155	k__Bacteria	(UID2982)	88	230	148	15	212	3	0	0	0	91.89	1.69	0
STB_64	k__Bacteria	(UID2565)	2921	152	93	9	141	2	0	0	0	91.87	2.15	0
STCSWMC_91	k__Bacteria	(UID2329)	174	149	89	10	138	1	0	0	0	91.85	1.12	0
STF1_55	k__Bacteria	(UID2495)	2993	142	88	9	130	3	0	0	0	91.84	3.41	33.33
STA_33	k__Archaea	(UID2)	207	149	107	10	139	0	0	0	0	91.82	0	0
STCSWMC_163	k__Bacteria	(UID1452)	924	163	110	12	144	6	1	0	0	91.82	6.55	33.33
STD1_63	k__Bacteria	(UID1452)	924	163	110	11	144	7	1	0	0	91.82	7.45	10
STCSWMC_208	o__Clostridiales	(UID1212)	172	263	149	16	242	5	0	0	0	91.79	1.4	80
STD1_36	k__Bacteria	(UID2495)	2993	147	91	11	134	2	0	0	0	91.78	1.65	0
STD2_48	c__Deltaproteobacteria	(UID3216)	83	247	155	14	228	5	0	0	0	91.77	2.9	40
STF2_110	k__Bacteria	(UID1452)	924	151	101	9	140	2	0	0	0	91.75	1.49	100
STB_102	c__Gammaproteobacteria	(UID4274)	112	580	289	43	533	4	0	0	0	91.73	0.51	75
STB_1	c__Gammaproteobacteria	(UID4274)	112	580	289	44	518	18	0	0	0	91.72	3.2	44.44
STC_62	c__Gammaproteobacteria	(UID4274)	112	579	290	38	535	6	0	0	0	91.72	0.6	33.33
STD1_103	k__Bacteria	(UID2495)	2993	147	91	9	131	7	0	0	0	91.69	5.14	85.71
STD2_126	p__Euryarchaeota	(UID49)	95	228	153	15	207	6	0	0	0	91.67	3.59	33.33
STD2_92	f__Lachnospiraceae	(UID1255)	90	354	174	19	329	5	1	0	0	91.67	2.35	62.5
STE_183	f__Lachnospiraceae	(UID1255)	90	354	174	18	331	5	0	0	0	91.67	2.3	60
STD1_93	p__Euryarchaeota	(UID54)	90	234	153	22	212	0	0	0	0	91.62	0	0
STF1_16	k__Bacteria	(UID2569)	434	278	186	24	251	2	1	0	0	91.62	2.15	20
STF1_76	c__Clostridia	(UID1085)	35	420	196	24	391	5	0	0	0	91.61	0.78	60
STF2_93	k__Bacteria	(UID2570)	433	273	183	28	243	2	0	0	0	91.61	0.64	50
STB_74	k__Bacteria	(UID2565)	2921	152	93	9	142	1	0	0	0	91.58	1.08	0
STD2_155	k__Bacteria	(UID2570)	433	273	183	18	252	3	0	0	0	91.58	1.28	66.67
STB_115	k__Bacteria	(UID2495)	2993	143	89	8	131	4	0	0	0	91.57	3.18	25
STD2_172	k__Bacteria	(UID2329)	174	149	89	8	138	3	0	0	0	91.57	2.25	0
STF1_131	k__Bacteria	(UID2329)	174	149	89	11	138	0	0	0	0	91.57	0	0
STF1_268	p__Bacteroidetes	(UID2605)	350	316	210	24	284	8	0	0	0	91.57	1.32	12.5
STD1_138	p__Bacteroidetes	(UID2605)	350	316	210	27	285	4	0	0	0	91.54	1.19	25
STD2_180	k__Bacteria	(UID209)	5443	105	59	6	98	1	0	0	0	91.53	0.15	100
STF1_159	k__Bacteria	(UID2569)	434	278	186	19	256	3	0	0	0	91.49	1.61	33.33
STD2_160	o__Clostridiales	(UID1212)	172	263	149	16	247	0	0	0	0	91.44	0	0
STC_80	c__Betaproteobacteria	(UID3959)	235	418	210	26	392	0	0	0	0	91.43	0	0
STD1_160	k__Bacteria	(UID2982)	88	230	148	16	212	2	0	0	0	91.41	1.01	0
STD1_209	k__Bacteria	(UID2565)	2921	152	93	8	143	1	0	0	0	91.4	1.08	0
STCSWMC_155	o__Burkholderiales	(UID4105)	54	553	264	67	480	6	0	0	0	91.39	1.56	50
STF1_73	k__Bacteria	(UID203)	5449	104	58	5	99	0	0	0	0	91.38	0	0
STA_91	k__Bacteria	(UID3060)	138	338	246	32	286	20	0	0	0	91.37	4.67	55
STD1_220	k__Bacteria	(UID2565)	2921	152	93	10	140	2	0	0	0	91.33	2.15	50
STF1_168	p__Bacteroidetes	(UID2605)	350	316	210	22	286	8	0	0	0	91.32	2.8	25
STCSWMC_113	k__Bacteria	(UID2569)	434	278	186	21	253	4	0	0	0	91.29	1.2	100
STF1_50	k__Bacteria	(UID2495)	2993	142	88	9	131	2	0	0	0	91.29	1.33	50
STD2_148	p__Euryarchaeota	(UID3)	148	187	124	19	164	3	1	0	0	91.28	4.03	100
STD2_213	c__Clostridia	(UID1085)	35	420	196	32	385	3	0	0	0	91.28	0.81	33.33
STD2_96	o__Clostridiales	(UID1212)	172	263	149	22	233	6	2	0	0	91.28	4.53	0
STCSWMC_186	k__Bacteria	(UID2570)	433	273	183	20	241	12	0	0	0	91.26	2.61	16.67
STD2_209	k__Bacteria	(UID1452)	924	151	101	10	139	2	0	0	0	91.25	1.08	100
STD1_218	k__Bacteria	(UID2982)	88	230	148	15	208	7	0	0	0	91.22	3.75	0
STE_5	k__Bacteria	(UID2495)	2993	147	91	8	138	1	0	0	0	91.21	1.1	0
STF2_105	k__Bacteria	(UID2495)	2993	147	91	9	137	1	0	0	0	91.21	1.1	100
STD2_230	p__Bacteroidetes	(UID2605)	350	316	210	21	289	5	1	0	0	91.19	2.86	50
STF1_23	o__Bacteroidales	(UID2621)	198	427	260	37	385	5	0	0	0	91.16	1.73	40
STCSWMC_137	c__Clostridia	(UID1118)	387	223	124	14	207	2	0	0	0	91.13	0.6	100
STD1_78	k__Bacteria	(UID3187)	2258	188	117	12	174	2	0	0	0	91.11	1.71	0
STE_94	k__Bacteria	(UID3187)	2258	188	117	12	164	12	0	0	0	91.11	2.18	83.33
STCSWMC_31	c__Gammaproteobacteria	(UID4442)	899	312	185	22	284	6	0	0	0	91.08	2.12	83.33
STD2_100	k__Bacteria	(UID2569)	434	278	186	18	256	4	0	0	0	91.08	1.61	25
STF1_254	p__Bacteroidetes	(UID2605)	350	316	210	25	290	1	0	0	0	91.08	0.48	0
STCSWMC_169	c__Clostridia	(UID1085)	35	420	196	31	382	7	0	0	0	91.07	2.08	57.14
STF2_52	k__Bacteria	(UID209)	5443	104	58	8	93	3	0	0	0	91.07	1.18	100
STD2_63	k__Bacteria	(UID2495)	2993	147	91	16	122	9	0	0	0	91.06	3.8	0
STF2_118	k__Bacteria	(UID2570)	433	273	183	35	233	5	0	0	0	91.06	2.09	0
STB_166	k__Bacteria	(UID2565)	2921	152	93	13	137	2	0	0	0	91.04	1.61	50
STC_37														
STB_157	k__Bacteria	(UID2495)	2993	143	89	9	129	5	0	0	0	91.01	3.25	60
STC_27	k__Bacteria	(UID2495)	2993	143	89	11	132	0	0	0	0	91.01	0	0
STD2_222	k__Bacteria	(UID2329)	174	149	89	9	139	1	0	0	0	91.01	1.12	100
STD2_57	k__Bacteria	(UID2495)	2993	143	89	10	133	0	0	0	0	91.01	0	0
STD2_140	o__Clostridiales	(UID1212)	172	263	149	19	233	11	0	0	0	91	6.04	45.45
STCSWMC_16	k__Bacteria	(UID2570)	433	273	183	21	242	10	0	0	0	90.98	4.92	70
STD1_24	k__Bacteria	(UID2565)	2921	152	93	11	136	5	0	0	0	90.98	4.84	0
STF1_162	c__Deltaproteobacteria	(UID3216)	83	247	155	17	226	4	0	0	0	90.97	2.58	0
STF1_266	k__Bacteria	(UID1452)	924	163	110	13	146	4	0	0	0	90.91	2.91	25
STCSWMC_122	c__Deltaproteobacteria	(UID3216)	83	247	155	21	217	9	0	0	0	90.88	3.33	44.44
STF2_218	o__Clostridiales	(UID1212)	172	263	149	16	244	3	0	0	0	90.83	0.35	33.33
STF2_39	p__Bacteroidetes	(UID2605)	350	316	210	27	262	27	0	0	0	90.83	8.76	66.67
STB_52	k__Bacteria	(UID3187)	2258	182	112	25	147	10	0	0	0	90.82	6.35	20
STF2_152	o__Clostridiales	(UID1212)	172	263	149	19	242	2	0	0	0	90.81	1.34	0
STB_85	k__Bacteria	(UID3060)	138	338	246	29	302	6	1	0	0	90.8	2.32	44.44
STE_38	p__Euryarchaeota	(UID49)	95	227	152	15	210	2	0	0	0	90.79	1.32	0
STA_40	k__Bacteria	(UID1452)	924	151	101	10	139	2	0	0	0	90.76	1.49	100
STE_117	p__Proteobacteria	(UID3882)	1493	259	162	18	240	1	0	0	0	90.74	0.62	0
STCSWMC_66	k__Bacteria	(UID2569)	434	278	186	29	227	22	0	0	0	90.73	6.67	13.64
STCSWMC_97	k__Bacteria	(UID2569)	434	278	186	27	242	9	0	0	0	90.73	3.78	22.22
STF1_98	c__Clostridia	(UID1118)	387	223	124	15	206	2	0	0	0	90.73	1.21	100
STC_95	f__Rhodocyclaceae	(UID3972)	30	540	241	38	502	0	0	0	0	90.72	0	0
STF2_21	k__Bacteria	(UID2372)	131	177	106	13	160	4	0	0	0	90.72	2.83	0
STCSWMC_167	k__Bacteria	(UID2570)	433	273	183	24	249	0	0	0	0	90.71	0	0
STD1_22	k__Bacteria	(UID3060)	138	335	244	29	302	4	0	0	0	90.7	1.43	50
STF2_28	p__Euryarchaeota	(UID49)	95	228	153	27	195	5	1	0	0	90.69	3.92	75
STD2_107	k__Bacteria	(UID2328)	3167	126	75	9	116	1	0	0	0	90.67	1.33	100
STD1_28	k__Bacteria	(UID2495)	2993	147	91	9	134	4	0	0	0	90.66	3.36	25
STA_58	c__Deltaproteobacteria	(UID3216)	83	247	155	16	229	2	0	0	0	90.65	1.29	0
STE_153	k__Bacteria	(UID2495)	2993	142	88	11	129	2	0	0	0	90.6	1.52	100
STF2_206	k__Bacteria	(UID2570)	433	273	183	21	250	2	0	0	0	90.6	0.82	50
STD1_148	k__Bacteria	(UID2569)	434	278	186	18	255	5	0	0	0	90.59	1.97	0
STD2_205	o__Clostridiales	(UID1120)	304	247	141	27	220	0	0	0	0	90.59	0	0
STE_184	k__Bacteria	(UID2569)	434	278	186	19	258	1	0	0	0	90.59	0.54	0
STCSWMC_30	k__Bacteria	(UID2982)	88	230	148	15	207	7	1	0	0	90.54	3.79	30
STD1_58	k__Bacteria	(UID2982)	88	230	148	16	212	2	0	0	0	90.54	1.35	50
STF2_65	k__Bacteria	(UID2982)	88	230	148	18	205	6	1	0	0	90.54	3.3	22.22
STF2_87	k__Bacteria	(UID2495)	2993	142	88	11	127	4	0	0	0	90.53	3.51	100
STB_93	c__Betaproteobacteria	(UID3888)	323	386	233	34	340	11	1	0	0	90.52	3.7	64.29
STD2_29	k__Bacteria	(UID2495)	2993	147	91	17	126	4	0	0	0	90.51	2.85	25
STD1_164	k__Bacteria	(UID2565)	2921	152	93	10	139	3	0	0	0	90.5	2.42	33.33
STF1_21	k__Bacteria	(UID2569)	434	278	186	23	247	8	0	0	0	90.5	3.06	25
STF2_24	f__Lachnospiraceae	(UID1255)	90	354	174	25	322	7	0	0	0	90.49	1.98	57.14
STD2_87	o__Clostridiales	(UID1212)	172	263	149	28	224	11	0	0	0	90.47	3.47	36.36
STD2_138	k__Bacteria	(UID2329)	174	149	89	9	136	4	0	0	0	90.45	2.92	50
STB_42	k__Bacteria	(UID2565)	2921	152	93	11	140	1	0	0	0	90.44	1.08	0
STD1_193	k__Bacteria	(UID2565)	2921	152	93	11	141	0	0	0	0	90.44	0	0
STD1_83	k__Bacteria	(UID2565)	2921	152	93	11	138	3	0	0	0	90.44	3.23	0
STD2_115	k__Bacteria	(UID2566)	525	208	136	13	193	2	0	0	0	90.44	0.55	50
STF2_119	p__Firmicutes	(UID239)	1324	176	102	13	154	9	0	0	0	90.44	4.11	22.22
STF2_164	o__Bacteroidales	(UID2617)	213	406	265	32	360	13	1	0	0	90.44	3.93	87.5
STB_118	k__Bacteria	(UID1452)	924	151	101	11	131	9	0	0	0	90.43	5.97	55.56
STB_2	o__Clostridiales	(UID1120)	304	250	143	29	218	3	0	0	0	90.41	1.57	66.67
STD2_22	o__Clostridiales	(UID1212)	172	263	149	20	233	9	0	1	0	90.37	4.59	6.67
STE_179	k__Bacteria	(UID2565)	2921	152	93	11	140	1	0	0	0	90.32	0.1	100
STF1_94	c__Clostridia	(UID1118)	387	223	124	16	206	1	0	0	0	90.32	0.4	100
STD1_135	k__Bacteria	(UID3187)	2258	188	117	20	164	4	0	0	0	90.28	3.42	0
STD1_136	k__Bacteria	(UID3187)	2258	188	117	14	168	6	0	0	0	90.26	4.27	16.67
STD2_74	c__Clostridia	(UID1085)	35	420	196	39	361	20	0	0	0	90.23	3.57	35
STD1_206	k__Bacteria	(UID209)	5443	105	59	10	93	2	0	0	0	90.22	1.85	100
STE_86	p__Euryarchaeota	(UID3)	148	188	125	20	166	2	0	0	0	90.22	1.6	50
STF1_99	o__Clostridiales	(UID1212)	172	263	149	23	236	4	0	0	0	90.21	2.35	100
STD2_69	p__Bacteroidetes	(UID2605)	350	316	210	33	256	27	0	0	0	90.19	5.16	85.19
STF1_127	k__Bacteria	(UID2982)	88	230	148	19	207	4	0	0	0	90.17	1.37	50
STD2_120	k__Bacteria	(UID2569)	434	278	186	31	245	2	0	0	0	90.16	0.54	100
STCSWMC_25	p__Firmicutes	(UID1022)	100	295	158	23	259	11	2	0	0	90.15	4.6	58.82
STD1_176	k__Bacteria	(UID2565)	2921	152	93	11	138	3	0	0	0	90.14	3.23	0
STC_2	k__Bacteria	(UID2495)	2993	147	91	9	124	14	0	0	0	90.11	2.84	0
STF1_260	c__Clostridia	(UID1085)	35	420	196	39	375	6	0	0	0	90.11	1.06	50
STD2_103	o__Clostridiales	(UID1212)	172	263	149	24	238	1	0	0	0	90.07	0.67	0
STD2_190	o__Clostridiales	(UID1120)	304	249	142	38	202	8	0	1	0	90.05	5.33	28.57
STD2_102	o__Clostridiales	(UID1212)	172	263	149	22	241	0	0	0	0	90.04	0	0
STF2_151	o__Clostridiales	(UID1212)	172	263	149	24	237	2	0	0	0	90.04	1.34	0
STB_186	o__Burkholderiales	(UID4000)	193	427	214	30	390	7	0	0	0	90.01	1.59	14.29
STCSWMC_54	c__Deltaproteobacteria	(UID3216)	83	247	155	18	224	5	0	0	0	90	3.23	40
STD2_266	k__Bacteria	(UID2328)	3167	126	75	8	116	2	0	0	0	90	2.67	100
STE_125	k__Bacteria	(UID2570)	433	273	183	34	231	8	0	0	0	90	4.37	37.5
STCSWMC_78	c__Clostridia	(UID1085)	35	420	196	43	357	19	1	0	0	89.99	6.24	9.09
STD1_30	k__Bacteria	(UID2495)	2993	147	91	19	127	1	0	0	0	89.97	1.1	0
STF2_135	p__Euryarchaeota	(UID49)	95	228	153	44	179	5	0	0	0	89.97	2.12	80
STC_57	p__Euryarchaeota	(UID54)	90	234	153	22	207	5	0	0	0	89.96	3.27	40
STD2_244	k__Bacteria	(UID2495)	2993	142	88	13	129	0	0	0	0	89.96	0	0
STF1_74	p__Bacteroidetes	(UID2605)	350	316	210	24	270	22	0	0	0	89.95	6.58	18.18
STCSWMC_70	p__Bacteroidetes	(UID2605)	350	316	210	29	270	17	0	0	0	89.94	5.78	100
STE_178	k__Bacteria	(UID209)	5443	105	59	10	94	1	0	0	0	89.93	0.15	100
STA_26	k__Bacteria	(UID2565)	2921	152	93	12	136	4	0	0	0	89.9	3.76	0
STB_25	k__Bacteria	(UID2565)	2921	152	93	12	136	4	0	0	0	89.9	3.76	0
STC_132	f__Rhodocyclaceae	(UID3972)	30	540	241	58	471	11	0	0	0	89.86	2.22	81.82
STE_176	k__Bacteria	(UID2570)	433	273	183	30	242	1	0	0	0	89.86	0.55	0
STD2_101	o__Clostridiales	(UID1212)	172	261	147	24	236	1	0	0	0	89.85	0.06	100
STA_48	p__Bacteroidetes	(UID2605)	350	316	210	31	279	6	0	0	0	89.83	2.14	33.33
STF1_276	k__Bacteria	(UID2570)	433	273	183	39	231	3	0	0	0	89.82	1.37	100
STE_123	k__Bacteria	(UID238)	2248	125	78	8	114	3	0	0	0	89.74	1.71	66.67
STE_97	k__Bacteria	(UID1453)	901	171	117	14	146	10	1	0	0	89.74	6.93	7.69
STB_143	k__Bacteria	(UID2565)	2921	152	93	11	141	0	0	0	0	89.72	0	0
STD2_41	k__Bacteria	(UID2565)	2921	152	93	11	136	5	0	0	0	89.72	4.3	20
STF1_190	p__Firmicutes	(UID1022)	100	295	158	24	264	7	0	0	0	89.69	3.96	57.14
STF2_14	k__Bacteria	(UID2982)	88	230	148	20	203	7	0	0	0	89.66	1.75	14.29
STD2_247	k__Bacteria	(UID2982)	88	230	148	19	207	3	1	0	0	89.64	3.38	16.67
STF1_182	k__Bacteria	(UID2495)	2993	142	88	12	128	2	0	0	0	89.64	0.67	50
STCSWMC_89	k__Bacteria	(UID2329)	174	149	89	14	131	4	0	0	0	89.57	1.78	75
STC_84	k__Bacteria	(UID2495)	2993	147	91	11	129	7	0	0	0	89.56	6.59	0
STF1_255	k__Bacteria	(UID2328)	3167	126	75	10	114	2	0	0	0	89.56	2.67	100
STD2_116	k__Bacteria	(UID209)	5443	104	58	7	97	0	0	0	0	89.5	0	0
STF2_29	o__Clostridiales	(UID1120)	304	249	142	25	217	7	0	0	0	89.5	2.77	28.57
STE_135	k__Bacteria	(UID1452)	924	163	110	15	142	6	0	0	0	89.48	5.45	50
STC_110	o__Burkholderiales	(UID4000)	193	427	214	45	378	3	1	0	0	89.44	1.71	50
STB_137	k__Bacteria	(UID2565)	2921	152	93	11	140	1	0	0	0	89.43	1.08	0
STD1_71	k__Bacteria	(UID2565)	2921	152	93	13	139	0	0	0	0	89.43	0	0
STD1_190	k__Bacteria	(UID2570)	433	273	183	26	240	7	0	0	0	89.42	2.73	85.71
STE_195	k__Bacteria	(UID2569)	434	278	186	29	240	8	1	0	0	89.41	3.32	27.27
STC_121	k__Bacteria	(UID3187)	2258	188	117	15	170	3	0	0	0	89.4	2.56	33.33
STC_131	k__Bacteria	(UID2495)	2993	147	91	23	121	3	0	0	0	89.4	2.75	66.67
STCSWMC_77	k__Bacteria	(UID2495)	2993	142	88	13	127	2	0	0	0	89.39	1.24	100
STF1_280	k__Bacteria	(UID2495)	2993	142	88	12	130	0	0	0	0	89.39	0	0
STD2_25	k__Bacteria	(UID209)	5443	105	59	10	93	2	0	0	0	89.37	3.39	50
STB_105	k__Bacteria	(UID2565)	2921	152	93	12	138	2	0	0	0	89.36	2.15	0
STB_130	k__Bacteria	(UID2565)	2921	152	93	12	139	1	0	0	0	89.36	1.08	0
STB_16	k__Bacteria	(UID2328)	3167	126	75	9	116	1	0	0	0	89.33	1.33	0
STCSWMC_198	k__Bacteria	(UID2329)	174	149	89	10	137	2	0	0	0	89.33	1.69	0
STF1_106	k__Bacteria	(UID2328)	3167	126	75	10	113	3	0	0	0	89.33	2.93	100
STF1_161	k__Bacteria	(UID2329)	174	149	89	11	136	2	0	0	0	89.33	2.25	0
STE_10	k__Bacteria	(UID3060)	138	337	245	30	298	9	0	0	0	89.32	3.47	55.56
STD2_173	o__Bacteroidales	(UID2621)	198	427	260	49	369	9	0	0	0	89.27	2.37	88.89
STCSWMC_5	k__Bacteria	(UID2569)	434	278	186	23	249	6	0	0	0	89.25	2.53	83.33
STF1_14	c__Clostridia	(UID1118)	387	223	124	15	208	0	0	0	0	89.25	0	0
